Origin,m/z exp.,Chem. Formula,m/z calc.,m/z error (ppm),Ion type
P11,601.156301,C29H30O14,601.156279,-0.0362,[M-H]-
P11,433.150153,C22H26O9,433.150406,0.5848,[M-H]-
P11,503.192631,C26H32O10,503.192271,-0.7149,[M-H]-
P11,379.17646,C20H28O7,379.176227,-0.6142,[M-H]-
P11,396.072818,C21H11N5O4,396.073827,2.5475,[M-H]-
P11,323.112925,C16H20O7,323.113627,-2.1722,[M-H]-
P11,323.113695,C16H20O7,323.113627,-0.2108,[M-H]-
P11,372.072496,C19H11N5O4,372.073827,3.5771,[M-H]-
P11,447.201911,C24H32O8,447.202442,1.1864,[M-H]-
P11,350.124735,C18H17N5O3,350.125863,3.2214,[M-H]-
P11,501.212662,C27H34O9,501.213006,0.6862,[M-H]-
P11,429.191483,C24H30O7,429.191877,0.9176,[M-H]-
P11,385.186581,C19H30O8,385.186791,0.5461,[M-H]-
P11,601.083491,C27H22O16,601.083508,0.0286,[M-H]-
P11,283.097705,C17H16O4,283.097583,-0.434,[M-H]-
P11,323.056085,C18H12O6,323.056112,0.0836,[M-H]-
P11,275.092609,C15H16O5,275.092497,-0.4069,[M-H]-
P11,301.07188,C16H14O6,301.071762,-0.3933,[M-H]-
P11,402.046538,C19H9N5O6,402.048007,3.6522,[M-H]-
P11,367.139829,C18H24O8,367.139841,0.0338,[M-H]-
P11,581.114971,C25H26O16,581.114808,-0.2799,[M-H]-
P11,443.026041,C20H12O12,443.025599,-0.9969,[M-H]-
P11,349.129496,C18H22O7,349.129277,-0.6297,[M-H]-
P11,337.055861,C15H14O9,337.056506,-1.9116,[M-H]-
P11,337.056601,C15H14O9,337.056506,-0.2839,[M-H]-
P11,305.103158,C16H18O6,305.103062,-0.315,[M-H]-
P11,409.019988,C20H10O10,409.02012,0.3234,[M-H]-
P11,299.14993,C15H24O6,299.150012,0.2733,[M-H]-
P11,325.165606,C17H26O6,325.165662,0.1735,[M-H]-
P11,519.25976,C28H40O9,519.259956,0.3792,[M-H]-
P11,271.061259,C15H12O5,271.061197,-0.2268,[M-H]-
P11,639.120471,C27H28O18,639.120288,-0.2869,[M-H]-
P11,243.102583,C15H16O3,243.102668,0.3491,[M-H]-
P11,429.118864,C22H22O9,429.119106,0.5632,[M-H]-
P11,591.077451,C29H20O14,591.078029,0.9777,[M-H]-
P11,339.087326,C19H16O6,339.087412,0.253,[M-H]-
P11,493.077043,C25H18O11,493.077635,1.2009,[M-H]-
P11,299.11374,C14H20O7,299.113627,-0.3802,[M-H]-
P11,313.0565,C13H14O9,313.056506,0.0179,[M-H]-
P11,481.134997,C22H26O12,481.13515,0.3171,[M-H]-
P11,358.057024,C18H9N5O4,358.058177,3.2223,[M-H]-
P11,321.097035,C16H18O7,321.097976,-2.9335,[M-H]-
P11,321.097995,C16H18O7,321.097976,-0.0563,[M-H]-
P11,389.160442,C21H26O7,389.160577,0.3465,[M-H]-
P11,398.088324,C21H13N5O4,398.089477,2.8965,[M-H]-
P11,471.092334,C23H20O11,471.093285,2.0179,[M-H]-
P11,318.098276,C17H13N5O2,318.099648,4.3148,[M-H]-
P11,235.09761,C13H16O4,235.097583,-0.1178,[M-H]-
P11,561.089052,C25H22O15,561.088594,-0.8179,[M-H]-
P11,415.103469,C21H20O9,415.103456,-0.0322,[M-H]-
P11,353.066918,C19H14O7,353.066676,-0.6846,[M-H]-
P11,555.150662,C28H28O12,555.1508,0.2492,[M-H]-
P11,347.150088,C19H24O6,347.150012,-0.2201,[M-H]-
P11,393.19179,C21H30O7,393.191877,0.2217,[M-H]-
P11,481.077497,C24H18O11,481.077635,0.2866,[M-H]-
P11,351.145094,C18H24O7,351.144927,-0.4752,[M-H]-
P11,343.0825,C18H16O7,343.082326,-0.5072,[M-H]-
P11,517.135478,C25H26O12,517.13515,-0.6341,[M-H]-
P11,371.040979,C18H12O9,371.040856,-0.3327,[M-H]-
P11,399.035619,C19H12O10,399.03577,0.3792,[M-H]-
P11,407.041001,C21H12O9,407.040856,-0.3562,[M-H]-
P11,381.192062,C20H30O7,381.191877,-0.4852,[M-H]-
P11,411.093205,C18H20O11,411.093285,0.1956,[M-H]-
P11,398.109405,C18H17N5O6,398.110607,3.0201,[M-H]-
P11,549.124715,C25H26O14,549.124979,0.4816,[M-H]-
P11,249.076883,C13H14O5,249.076847,-0.1436,[M-H]-
P11,293.066705,C14H14O7,293.066676,-0.0982,[M-H]-
P11,411.035964,C20H12O10,411.03577,-0.472,[M-H]-
P11,417.092435,C31H14O2,417.092103,-0.7962,[M-H]-
P11,551.08341,C27H20O13,551.083114,-0.5368,[M-H]-
P11,325.056446,C14H14O9,325.056506,0.1845,[M-H]-
P11,261.113256,C15H18O4,261.113233,-0.0911,[M-H]-
P11,505.134899,C24H26O12,505.13515,0.4968,[M-H]-
P11,339.181327,C18H28O6,339.181312,-0.0429,[M-H]-
P11,332.077538,C17H11N5O3,332.078913,4.1402,[M-H]-
P11,561.27098,C30H42O10,561.270521,-0.8176,[M-H]-
P11,331.045865,C16H12O8,331.045941,0.229,[M-H]-
P11,319.045945,C15H12O8,319.045941,-0.0134,[M-H]-
P11,413.160429,C23H26O7,413.160577,0.3577,[M-H]-
P11,416.099133,C21H15N5O5,416.100042,2.1853,[M-H]-
P11,367.103479,C17H20O9,367.103456,0.0637,[M-H]-
P11,387.035631,C18H12O10,387.03577,0.3592,[M-H]-
P11,583.167311,C26H32O15,583.166844,-0.801,[M-H]-
P11,259.097586,C15H16O4,259.097583,-0.0145,[M-H]-
P11,379.046022,C20H12O8,379.045941,-0.2126,[M-H]-
P11,231.10272,C14H16O3,231.102668,-0.2254,[M-H]-
P11,551.176759,C26H32O13,551.177015,0.464,[M-H]-
P11,613.119511,C29H26O15,613.119894,0.6242,[M-H]-
P11,502.098644,C24H17N5O8,502.100436,3.5699,[M-H]-
P11,273.076889,C15H14O5,273.076847,-0.1531,[M-H]-
P11,565.228591,C28H38O12,565.22905,0.8125,[M-H]-
P11,492.114661,C23H19N5O8,492.116086,2.8965,[M-H]-
P11,528.078452,C25H15N5O9,528.079701,2.3646,[M-H]-
P11,359.150246,C20H24O6,359.150012,-0.6517,[M-H]-
P11,354.119595,C17H17N5O4,354.120778,3.3394,[M-H]-
P11,437.087542,C23H18O9,437.087806,0.6037,[M-H]-
P11,514.06281,C24H13N5O9,514.064051,2.4124,[M-H]-
P11,525.067818,C25H18O13,525.067464,-0.6735,[M-H]-
P11,457.186352,C25H30O8,457.186791,0.9602,[M-H]-
P11,355.103521,C16H20O9,355.103456,-0.1834,[M-H]-
P11,409.092918,C22H18O8,409.092891,-0.0668,[M-H]-
P11,327.144048,C16H24O7,327.144927,-2.6868,[M-H]-
P11,327.144818,C16H24O7,327.144927,0.3331,[M-H]-
P11,313.10822,C18H18O5,313.108147,-0.2322,[M-H]-
P11,383.113316,C21H20O7,383.113627,0.8094,[M-H]-
P11,519.077978,C23H20O14,519.078029,0.0979,[M-H]-
P11,547.10884,C25H24O14,547.109329,0.8934,[M-H]-
P11,289.071776,C15H14O6,289.071762,-0.0492,[M-H]-
P11,339.108496,C16H20O8,339.108541,0.1327,[M-H]-
P11,379.17646,C20H28O7,379.176227,-0.6142,[M-H]-
P11,457.040664,C21H14O12,457.041249,1.2806,[M-H]-
P11,276.087734,C15H11N5O,276.089084,4.8881,[M-H]-
P11,563.067781,C24H20O16,563.067858,0.137,[M-H]-
P11,359.040886,C17H12O9,359.040856,-0.0846,[M-H]-
P11,515.265451,C29H40O8,515.265042,-0.794,[M-H]-
P11,421.18677,C22H30O8,421.186791,0.0505,[M-H]-
P11,377.124089,C19H22O8,377.124191,0.2723,[M-H]-
P11,315.050978,C16H12O7,315.051026,0.1532,[M-H]-
P11,575.068281,C25H20O16,575.067858,-0.7353,[M-H]-
P11,364.103909,C18H15N5O4,364.105128,-3.3462,[M-H]-
P11,305.175798,C18H26O4,305.175833,0.1146,[M-H]-
P11,541.099004,C26H22O13,541.098764,-0.4437,[M-H]-
P11,333.134401,C18H22O6,333.134362,-0.1178,[M-H]-
P11,567.244811,C28H40O12,567.2447,-0.1952,[M-H]-
P11,345.098099,C18H18O7,345.097976,-0.3557,[M-H]-
P11,283.024805,C15H8O6,283.024812,0.0226,[M-H]-
P11,509.093936,C22H22O14,509.093679,-0.5043,[M-H]-
P11,327.123628,C19H20O5,327.123797,0.5185,[M-H]-
P11,527.140735,C23H28O14,527.140629,-0.2004,[M-H]-
P11,465.103079,C21H22O12,465.10385,1.6563,[M-H]-
P11,389.196852,C22H30O6,389.196962,0.2843,[M-H]-
P11,437.145171,C21H26O10,437.145321,0.3431,[M-H]-
P11,375.145006,C20H24O7,375.144927,-0.2117,[M-H]-
P11,571.181441,C29H32O12,571.1821,1.1538,[M-H]-
P11,427.160763,C20H28O10,427.160971,0.4858,[M-H]-
P11,247.097636,C14H16O4,247.097583,-0.2163,[M-H]-
P11,469.040401,C22H14O12,469.041249,1.8093,[M-H]-
P11,423.072348,C22H16O9,423.072156,-0.4547,[M-H]-
P11,397.077531,C17H18O11,397.077635,0.2624,[M-H]-
P11,323.112925,C16H20O7,323.113627,-2.1722,[M-H]-
P11,323.113695,C16H20O7,323.113627,-0.2108,[M-H]-
P11,329.139341,C19H22O5,329.139447,0.3235,[M-H]-
P11,391.030449,C17H12O11,391.030685,0.6029,[M-H]-
P11,383.150036,C22H24O6,383.150012,-0.0624,[M-H]-
P11,533.130663,C25H26O13,533.130064,-1.1234,[M-H]-
P11,319.118765,C17H20O6,319.118712,-0.1668,[M-H]-
P11,409.114039,C19H22O10,409.11402,-0.0443,[M-H]-
P11,343.06716,C14H16O10,343.06707,-0.2624,[M-H]-
P11,365.051394,C16H14O10,365.05142,0.0717,[M-H]-
P11,427.160763,C20H28O10,427.160971,0.4858,[M-H]-
P11,217.014267,C11H6O5,217.014247,-0.091,[M-H]-
P11,597.146141,C26H30O16,597.146108,-0.0545,[M-H]-
P11,279.087418,C14H16O6,279.087412,-0.023,[M-H]-
P11,573.198301,C29H34O12,573.19775,-0.9611,[M-H]-
P11,449.25442,C25H38O7,449.254477,0.1282,[M-H]-
P11,265.071777,C13H14O6,265.071762,-0.0574,[M-H]-
P11,379.13997,C19H24O8,379.139841,-0.34,[M-H]-
P11,455.134679,C24H24O9,455.134756,0.1692,[M-H]-
P11,379.046022,C20H12O8,379.045941,-0.2126,[M-H]-
P11,517.135478,C25H26O12,517.13515,-0.6341,[M-H]-
P11,319.045945,C15H12O8,319.045941,-0.0134,[M-H]-
P11,429.082445,C21H18O10,429.08272,0.6423,[M-H]-
P11,575.140631,C27H28O14,575.140629,-0.0032,[M-H]-
P11,585.088301,C27H22O15,585.088594,0.5001,[M-H]-
P11,325.071596,C18H14O6,325.071762,0.5109,[M-H]-
P11,577.099311,C29H22O13,577.098764,-0.9473,[M-H]-
P11,478.09826,C22H17N5O8,478.100436,4.551,[M-H]-
P11,499.196866,C27H32O9,499.197356,0.9827,[M-H]-
P11,491.11882,C23H24O12,491.1195,1.3835,[M-H]-
P11,409.150409,C20H26O9,409.150406,-0.0072,[M-H]-
P11,591.208161,C29H36O13,591.208315,0.2601,[M-H]-
P11,539.140897,C24H28O14,539.140629,-0.4961,[M-H]-
P11,477.102969,C22H22O12,477.10385,1.8456,[M-H]-
P11,631.094421,C28H24O17,631.094073,-0.5516,[M-H]-
P11,455.134679,C24H24O9,455.134756,0.1692,[M-H]-
P11,349.165797,C19H26O6,349.165662,-0.3857,[M-H]-
P11,425.072559,C18H18O12,425.07255,-0.0221,[M-H]-
P11,353.066918,C19H14O7,353.066676,-0.6846,[M-H]-
P11,623.162081,C28H32O16,623.161759,-0.5175,[M-H]-
P11,514.06281,C24H13N5O9,514.064051,2.4124,[M-H]-
P11,581.114971,C25H26O16,581.114808,-0.2799,[M-H]-
P11,409.092918,C22H18O8,409.092891,-0.0668,[M-H]-
P11,313.03534,C16H10O7,313.035376,0.1157,[M-H]-
P11,406.078032,C19H13N5O6,406.079307,3.1392,[M-H]-
P11,461.253875,C26H38O7,461.254477,1.3049,[M-H]-
P11,629.114801,C29H26O16,629.114808,0.0117,[M-H]-
P11,299.02004,C15H8O7,299.019726,-1.0505,[M-H]-
P11,326.066976,C18H9N5O2,326.068348,4.2065,[M-H]-
P11,461.108556,C22H22O11,461.108935,0.8214,[M-H]-
P11,549.161214,C26H30O13,549.161365,0.2739,[M-H]-
P11,347.150088,C19H24O6,347.150012,-0.2201,[M-H]-
P11,283.082395,C13H16O7,283.082326,-0.2436,[M-H]-
P11,573.124891,C27H26O14,573.124979,0.1537,[M-H]-
P11,547.10884,C25H24O14,547.109329,0.8934,[M-H]-
P11,317.139416,C18H22O5,317.139447,0.0979,[M-H]-
P11,459.166082,C24H28O9,459.166056,-0.0572,[M-H]-
P11,461.181576,C24H30O9,461.181706,0.2826,[M-H]-
P11,407.134651,C20H24O9,407.134756,0.2569,[M-H]-
P11,311.019852,C16H8O7,311.019726,-0.405,[M-H]-
P11,331.117885,C18H20O6,331.118712,-2.4965,[M-H]-
P11,331.118595,C18H20O6,331.118712,0.3522,[M-H]-
P11,300.0514,C16H7N5O2,300.052698,4.325,[M-H]-
P11,541.084115,C22H22O16,541.083508,-1.1207,[M-H]-
P11,323.056085,C18H12O6,323.056112,0.0836,[M-H]-
P11,521.238971,C27H38O10,521.239221,0.4799,[M-H]-
P11,290.066989,C15H9N5O2,290.068348,4.6867,[M-H]-
P11,327.144048,C16H24O7,327.144927,-2.6868,[M-H]-
P11,327.144818,C16H24O7,327.144927,0.3331,[M-H]-
P11,561.197682,C28H34O12,561.19775,0.1221,[M-H]-
P11,415.124539,C18H24O11,415.124585,0.1106,[M-H]-
P11,431.13457,C22H24O9,431.134756,0.4308,[M-H]-
P11,325.056446,C14H14O9,325.056506,0.1845,[M-H]-
P11,347.186309,C20H28O5,347.186398,0.2556,[M-H]-
P11,433.150153,C22H26O9,433.150406,0.5848,[M-H]-
P11,559.10899,C26H24O14,559.109329,0.6062,[M-H]-
P11,395.077087,C21H16O8,395.077241,0.3888,[M-H]-
P11,495.056723,C24H16O12,495.0569,0.3563,[M-H]-
P11,471.092334,C23H20O11,471.093285,2.0179,[M-H]-
P11,420.093974,C20H15N5O6,420.094957,2.3388,[M-H]-
P11,483.077955,C20H20O14,483.078029,0.1536,[M-H]-
P11,401.051181,C19H14O10,401.05142,0.5963,[M-H]-
P11,387.14507,C21H24O7,387.144927,-0.3703,[M-H]-
P11,391.030449,C17H12O11,391.030685,0.6029,[M-H]-
P11,473.25465,C27H38O7,473.254477,-0.3657,[M-H]-
P11,361.020297,C16H10O10,361.02012,-0.4908,[M-H]-
P11,386.088281,C20H13N5O4,386.089477,3.0988,[M-H]-
P11,355.102611,C16H20O9,355.103456,-2.3793,[M-H]-
P11,317.066666,C16H14O7,317.066676,0.0315,[M-H]-
P11,387.072001,C19H16O9,387.072156,0.4002,[M-H]-
P11,457.076864,C22H18O11,457.077635,1.6873,[M-H]-
P11,502.098644,C24H17N5O8,502.100436,3.5699,[M-H]-
P11,433.125043,C32H18O2,433.123403,-3.786,[M-H]-
P11,259.097586,C15H16O4,259.097583,-0.0145,[M-H]-
P11,475.160469,C24H28O10,475.160971,1.0566,[M-H]-
P11,313.10822,C18H18O5,313.108147,-0.2322,[M-H]-
P11,422.072795,C19H13N5O7,422.074221,3.3787,[M-H]-
P11,499.161085,C26H28O10,499.160971,-0.2287,[M-H]-
P11,370.05709,C19H9N5O4,370.058177,2.9377,[M-H]-
P11,619.130271,C28H28O16,619.130458,0.3027,[M-H]-
P11,577.083601,C25H22O16,577.083508,-0.1608,[M-H]-
P11,345.13441,C19H22O6,345.134362,-0.1379,[M-H]-
P11,605.223431,C30H38O13,605.223965,0.8821,[M-H]-
P11,453.140099,C21H26O11,453.140235,0.2998,[M-H]-
P11,314.066959,C17H9N5O2,314.068348,4.4231,[M-H]-
P11,501.212662,C27H34O9,501.213006,0.6862,[M-H]-
P11,247.024866,C12H8O6,247.024812,-0.2194,[M-H]-
P11,397.223401,C21H34O7,397.223177,-0.5645,[M-H]-
P11,339.070646,C20H12N4S,339.070991,-1.0168,[M-H]-
P11,602.114911,C28H21N5O11,602.11648,2.606,[M-H]-
P11,483.129305,C25H24O10,483.129671,0.7568,[M-H]-
P11,465.06677,C20H18O13,465.067464,1.4937,[M-H]-
P11,423.166227,C21H28O9,423.166056,-0.4047,[M-H]-
P11,403.103246,C20H20O9,403.103456,0.5192,[M-H]-
P11,407.134651,C20H24O9,407.134756,0.2569,[M-H]-
P11,525.104128,C26H22O12,525.10385,-0.5297,[M-H]-
P11,363.014424,C19H8O8,363.014641,0.5983,[M-H]-
P11,523.145687,C24H28O13,523.145715,0.0535,[M-H]-
P11,381.025104,C19H10O9,381.025205,0.2661,[M-H]-
P11,386.088281,C20H13N5O4,386.089477,3.0988,[M-H]-
P11,403.139857,C21H24O8,403.139841,-0.0384,[M-H]-
P11,249.113233,C14H18O4,249.113233,-0.0015,[M-H]-
P11,617.187461,C30H34O14,617.187579,0.1918,[M-H]-
P11,411.072114,C21H16O9,411.072156,0.1002,[M-H]-
P11,525.088658,C22H22O15,525.088594,-0.1224,[M-H]-
P11,397.092671,C21H18O8,397.092891,0.5547,[M-H]-
P11,483.092795,C24H20O11,483.093285,1.0149,[M-H]-
P11,501.212662,C27H34O9,501.213006,0.6862,[M-H]-
P11,329.102931,C18H18O6,329.103062,0.3982,[M-H]-
P11,317.139416,C18H22O5,317.139447,0.0979,[M-H]-
P11,525.125528,C23H26O14,525.124979,-1.045,[M-H]-
P11,427.030665,C20H12O11,427.030685,0.0465,[M-H]-
P11,327.123628,C19H20O5,327.123797,0.5185,[M-H]-
P11,373.056614,C18H14O9,373.056506,-0.2905,[M-H]-
P11,549.067895,C27H18O13,549.067464,-0.7853,[M-H]-
P11,383.061987,C16H16O11,383.061985,-0.0057,[M-H]-
P11,413.124399,C22H22O8,413.124191,-0.5022,[M-H]-
P11,245.081969,C14H14O4,245.081932,-0.1503,[M-H]-
P11,289.108216,C16H18O5,289.108147,-0.2381,[M-H]-
P11,401.145362,C18H26O10,401.145321,-0.1025,[M-H]-
P11,375.035658,C17H12O10,375.03577,0.3001,[M-H]-
P11,421.15044,C21H26O9,421.150406,-0.0817,[M-H]-
P11,378.083035,C18H13N5O5,378.084392,3.5893,[M-H]-
P11,607.166561,C28H32O15,607.166844,0.4659,[M-H]-
P11,475.196409,C25H32O9,475.197356,1.994,[M-H]-
P11,595.203121,C28H36O14,595.203229,0.1821,[M-H]-
P11,495.129804,C26H24O10,495.129671,-0.2704,[M-H]-
