Origin,m/z exp.,Chem. Formula,m/z calc.,m/z error (ppm),Ion type
HR-5 21 T,255.051014,C11H12O7,255.051026,-0.0495,[M-H]-
HR-5 21 T,255.066284,C15H12O4,255.066282,0.0049,[M-H]-
HR-5 21 T,255.069654,C12H16O4S,255.069653,0.0017,[M-H]-
HR-5 21 T,255.077514,C14H12N2O3,255.077516,-0.0084,[M-H]-
HR-5 21 T,255.087414,C12H16O6,255.087412,0.0074,[M-H]-
HR-5 21 T,255.102674,C16H16O3,255.102668,0.0226,[M-H]-
HR-5 21 T,255.123804,C13H20O5,255.123797,0.0251,[M-H]-
HR-5 21 T,255.139054,C17H20O2,255.139053,0.001,[M-H]-
HR-5 21 T,255.160184,C14H24O4,255.160183,0.0035,[M-H]-
HR-5 21 T,255.196564,C15H28O3,255.196568,-0.018,[M-H]-
HR-5 21 T,255.232954,C16H32O2,255.232954,-0.0003,[M-H]-
HR-5 21 T,256.082634,C11H15NO6,256.082661,-0.1039,[M-H]-
HR-5 21 T,256.097924,C15H15NO3,256.097917,0.0284,[M-H]-
HR-5 21 T,256.119034,C12H19NO5,256.119046,-0.0472,[M-H]-
HR-5 21 T,257.009165,C13H6O6,257.009161,0.0122,[M-H]-
HR-5 21 T,257.045545,C14H10O5,257.045547,-0.0092,[M-H]-
HR-5 21 T,257.048925,C11H14O5S,257.048918,0.0265,[M-H]-
HR-5 21 T,257.056765,C13H10N2O4,257.05678,-0.0612,[M-H]-
HR-5 21 T,257.066675,C11H14O7,257.066676,-0.0067,[M-H]-
HR-5 21 T,257.081935,C15H14O4,257.081932,0.0084,[M-H]-
HR-5 21 T,257.085305,C12H18O4S,257.085303,0.0052,[M-H]-
HR-5 21 T,257.103065,C12H18O6,257.103062,0.0109,[M-H]-
HR-5 21 T,257.118315,C16H18O3,257.118318,-0.013,[M-H]-
HR-5 21 T,257.139445,C13H22O5,257.139447,-0.0105,[M-H]-
HR-5 21 T,257.154705,C17H22O2,257.154703,0.0046,[M-H]-
HR-5 21 T,257.175835,C14H26O4,257.175833,0.007,[M-H]-
HR-5 21 T,257.212225,C15H30O3,257.212218,0.0246,[M-H]-
HR-5 21 T,258.077185,C14H13NO4,258.077181,0.0142,[M-H]-
HR-5 21 T,258.113575,C15H17NO3,258.113567,0.0316,[M-H]-
HR-5 21 T,258.134695,C12H21NO5,258.134696,-0.0046,[M-H]-
HR-5 21 T,259.007066,C13H8O4S,259.007053,0.0486,[M-H]-
HR-5 21 T,259.024816,C13H8O6,259.024812,0.0156,[M-H]-
HR-5 21 T,259.043446,C14H12O3S,259.043438,0.0274,[M-H]-
HR-5 21 T,259.061206,C14H12O5,259.061197,0.033,[M-H]-
HR-5 21 T,259.064576,C11H16O5S,259.064568,0.0298,[M-H]-
HR-5 21 T,259.082336,C11H16O7,259.082326,0.0354,[M-H]-
HR-5 21 T,259.097586,C15H16O4,259.097583,0.0118,[M-H]-
HR-5 21 T,259.118716,C12H20O6,259.118712,0.0143,[M-H]-
HR-5 21 T,259.133966,C16H20O3,259.133968,-0.0094,[M-H]-
HR-5 21 T,259.155096,C13H24O5,259.155097,-0.0069,[M-H]-
HR-5 21 T,259.170346,C17H24O2,259.170354,-0.0306,[M-H]-
HR-5 21 T,260.056436,C13H11NO5,260.056446,-0.0383,[M-H]-
HR-5 21 T,260.092826,C14H15NO4,260.092832,-0.0209,[M-H]-
HR-5 21 T,260.129216,C15H19NO3,260.129217,-0.0036,[M-H]-
HR-5 21 T,261.004087,C12H6O7,261.004076,0.0399,[M-H]-
HR-5 21 T,261.022697,C13H10O4S,261.022703,-0.025,[M-H]-
HR-5 21 T,261.040467,C13H10O6,261.040462,0.0189,[M-H]-
HR-5 21 T,261.043837,C10H14O6S,261.043832,0.0158,[M-H]-
HR-5 21 T,261.076847,C14H14O5,261.076847,-0.0021,[M-H]-
HR-5 21 T,261.080217,C11H18O5S,261.080218,-0.0053,[M-H]-
HR-5 21 T,261.088077,C13H14N2O4,261.08808,-0.0151,[M-H]-
HR-5 21 T,261.113237,C15H18O4,261.113233,0.0151,[M-H]-
HR-5 21 T,261.134367,C12H22O6,261.134362,0.0176,[M-H]-
HR-5 21 T,261.149617,C16H22O3,261.149618,-0.0059,[M-H]-
HR-5 21 T,261.185997,C17H26O2,261.186004,-0.0269,[M-H]-
HR-5 21 T,262.072107,C13H13NO5,262.072096,0.0417,[M-H]-
HR-5 21 T,262.108477,C14H17NO4,262.108482,-0.0174,[M-H]-
HR-5 21 T,263.001967,C12H8O5S,263.001968,-0.0006,[M-H]-
HR-5 21 T,263.019727,C12H8O7,263.019726,0.005,[M-H]-
HR-5 21 T,263.034987,C16H8O4,263.034982,0.0197,[M-H]-
HR-5 21 T,263.038367,C13H12O4S,263.038353,0.0546,[M-H]-
HR-5 21 T,263.056117,C13H12O6,263.056112,0.0221,[M-H]-
HR-5 21 T,263.059487,C10H16O6S,263.059482,0.019,[M-H]-
HR-5 21 T,263.067347,C12H12N2O5,263.067345,0.0092,[M-H]-
HR-5 21 T,263.071367,C17H12O3,263.071368,-0.0012,[M-H]-
HR-5 21 T,263.092497,C14H16O5,263.092497,0.0012,[M-H]-
HR-5 21 T,263.095857,C11H20O5S,263.095868,-0.0399,[M-H]-
HR-5 21 T,263.103728,C13H16N2O4,263.103731,-0.0116,[M-H]-
HR-5 21 T,263.107758,C18H16O2,263.107753,0.016,[M-H]-
HR-5 21 T,263.128888,C15H20O4,263.128883,0.0184,[M-H]-
HR-5 21 T,263.165268,C16H24O3,263.165268,-0.0025,[M-H]-
HR-5 21 T,263.201648,C17H28O2,263.201654,-0.0233,[M-H]-
HR-5 21 T,264.051368,C12H11NO6,264.051361,0.0277,[M-H]-
HR-5 21 T,264.066618,C16H11NO3,264.066617,0.0045,[M-H]-
HR-5 21 T,264.087748,C13H15NO5,264.087746,0.0069,[M-H]-
HR-5 21 T,264.124128,C14H19NO4,264.124132,-0.0139,[M-H]-
HR-5 21 T,264.160518,C15H23NO3,264.160517,0.0032,[M-H]-
HR-5 21 T,264.981228,C11H6O6S,264.981232,-0.0143,[M-H]-
HR-5 21 T,264.998988,C11H6O8,264.998991,-0.0088,[M-H]-
HR-5 21 T,265.017618,C12H10O5S,265.017618,0.0027,[M-H]-
HR-5 21 T,265.035378,C12H10O7,265.035376,0.0082,[M-H]-
HR-5 21 T,265.050628,C16H10O4,265.050632,-0.0149,[M-H]-
HR-5 21 T,265.054008,C13H14O4S,265.054003,0.0198,[M-H]-
HR-5 21 T,265.071758,C13H14O6,265.071762,-0.0125,[M-H]-
HR-5 21 T,265.075138,C10H18O6S,265.075133,0.0222,[M-H]-
HR-5 21 T,265.082998,C12H14N2O5,265.082995,0.0125,[M-H]-
HR-5 21 T,265.087018,C17H14O3,265.087018,0.0021,[M-H]-
HR-5 21 T,265.108148,C14H18O5,265.108147,0.0045,[M-H]-
HR-5 21 T,265.111518,C11H22O5S,265.111518,0.0014,[M-H]-
HR-5 21 T,265.123408,C18H18O2,265.123403,0.0191,[M-H]-
HR-5 21 T,265.144538,C15H22O4,265.144533,0.0215,[M-H]-
HR-5 21 T,265.147908,C12H26O4S,265.147904,0.0185,[M-H]-
HR-5 21 T,265.180918,C16H26O3,265.180918,0.0008,[M-H]-
